,name,company,year,selling_price,km_driven,fuel,seller_type,transmission,owner
3661,Tata Indica Vista,Tata,2009,120000,80000,Petrol,Individual,Manual,Second Owner
3662,Maruti Alto 800,Maruti,2013,900000,60000,Petrol,Individual,Manual,Second Owner
3663,Honda City 1.5,Honda,2009,250000,90000,Petrol,Individual,Manual,Second Owner
3664,Renault KWID 1.0,Renault,2017,280000,36000,Petrol,Individual,Manual,First Owner
3665,Tata Indica Vista,Tata,2010,85000,87000,Diesel,Individual,Manual,First Owner
3666,Tata Indica Vista,Tata,2011,90000,80000,Diesel,Individual,Manual,First Owner
3667,Chevrolet Enjoy TCDi,Chevrolet,2015,500000,50000,Diesel,Individual,Manual,First Owner
3668,Maruti 800 Std,Maruti,2013,200000,60000,Petrol,Individual,Manual,First Owner
3669,Renault KWID RXT,Renault,2015,250000,50000,Petrol,Individual,Manual,First Owner
3670,Maruti Swift Dzire,Maruti,2014,185000,40000,Diesel,Individual,Manual,Third Owner
3671,Hyundai i10 Magna,Hyundai,2008,100000,60000,Petrol,Individual,Manual,Second Owner
3672,Toyota Etios VXD,Toyota,2015,610000,55000,Diesel,Individual,Manual,First Owner
3673,Mahindra Quanto C8,Mahindra,2012,290000,80000,Diesel,Individual,Manual,First Owner
3674,Mahindra Xylo E9,Mahindra,2012,300000,295000,Diesel,Individual,Manual,First Owner
3675,Hyundai EON Era,Hyundai,2015,225000,80000,Petrol,Individual,Manual,First Owner
3676,Maruti Alto K10,Maruti,2017,320000,50000,Petrol,Individual,Manual,Second Owner
3677,Tata Indigo CR4,Tata,2012,135000,158000,Diesel,Individual,Manual,Third Owner
3678,Toyota Innova 2.5,Toyota,2006,400000,400000,Diesel,Individual,Manual,Third Owner
3679,Maruti Wagon R,Maruti,2016,400000,25000,Petrol,Individual,Manual,First Owner
3680,Hyundai i20 Active,Hyundai,2017,570000,35000,Petrol,Individual,Manual,First Owner
3681,Maruti Ignis 1.2,Maruti,2018,500000,12000,Petrol,Individual,Manual,First Owner
3682,Maruti Omni MPI,Maruti,2015,130000,70000,Petrol,Individual,Manual,First Owner
3683,Tata Tiago 1.2,Tata,2018,360000,4000,Petrol,Individual,Manual,First Owner
3684,Ford Figo Aspire,Ford,2017,530000,10832,Petrol,Dealer,Manual,First Owner
3685,Hyundai i10 Era,Hyundai,2009,250000,50000,Petrol,Individual,Manual,First Owner
3686,Nissan Sunny XL,Nissan,2016,600000,19495,Petrol,Dealer,Manual,First Owner
3687,Renault Duster 85PS,Renault,2013,570000,62668,Diesel,Dealer,Manual,First Owner
3688,Mahindra XUV500 W6,Mahindra,2013,850000,85710,Diesel,Dealer,Manual,First Owner
3689,Ford Figo Diesel,Ford,2011,250000,55130,Diesel,Dealer,Manual,Second Owner
3690,Ford Ecosport 1.5,Ford,2014,580000,63356,Diesel,Dealer,Manual,Second Owner
3691,Toyota Fortuner 3.0,Toyota,2012,1680000,129627,Diesel,Dealer,Manual,First Owner
3692,Chevrolet Spark 1.0,Chevrolet,2010,180000,15000,Petrol,Individual,Manual,First Owner
3693,Tata Tiago 1.2,Tata,2017,300000,50000,Petrol,Individual,Manual,First Owner
3694,Toyota Etios Liva,Toyota,2012,269000,70000,Petrol,Individual,Manual,Second Owner
3695,Maruti Alto K10,Maruti,2018,231999,20000,Petrol,Individual,Manual,First Owner
3696,Chevrolet Beat LS,Chevrolet,2011,150000,60000,Petrol,Individual,Manual,Third Owner
3697,Hyundai Grand i10,Hyundai,2017,495000,5000,Petrol,Individual,Manual,First Owner
3698,Maruti Ciaz VXi,Maruti,2014,700000,15000,Petrol,Individual,Manual,First Owner
3699,Datsun GO Plus,Datsun,2018,400000,4400,Petrol,Individual,Manual,Second Owner
3700,Mahindra Xylo H4,Mahindra,2019,599000,15000,Diesel,Individual,Manual,Third Owner
3701,Renault Duster 85PS,Renault,2013,421000,45000,Diesel,Individual,Manual,First Owner
3702,Ford EcoSport 1.5,Ford,2018,841000,1000,Diesel,Individual,Manual,First Owner
3703,Hyundai i10 Magna,Hyundai,2014,295000,38500,Petrol,Individual,Manual,First Owner
3704,Hyundai i10 Sportz,Hyundai,2011,220000,25000,Petrol,Individual,Manual,First Owner
3705,Ford Classic 1.4,Ford,2013,250000,35000,Diesel,Individual,Manual,First Owner
3706,Toyota Fortuner 3.0,Toyota,2009,1100000,110000,Diesel,Individual,Manual,Second Owner
3707,Hyundai Verna 1.6,Hyundai,2012,300000,40000,Petrol,Individual,Manual,First Owner
3708,Chevrolet Aveo U-VA,Chevrolet,2007,80000,110000,Petrol,Individual,Manual,Second Owner
3709,Chevrolet Beat Diesel,Chevrolet,2013,215000,20000,Diesel,Individual,Manual,Third Owner
3710,Hyundai EON Magna,Hyundai,2012,245000,14987,Petrol,Dealer,Manual,First Owner
3711,Ford EcoSport 1.5,Ford,2016,650000,25061,Diesel,Dealer,Manual,First Owner
3712,Ford Ecosport 1.5,Ford,2017,760000,42494,Diesel,Dealer,Manual,First Owner
3713,Honda Amaze S,Honda,2014,395000,44875,Diesel,Dealer,Manual,First Owner
3714,Ford Figo Diesel,Ford,2014,280000,89741,Diesel,Dealer,Manual,Second Owner
3715,Honda Jazz 1.5,Honda,2016,495000,65000,Diesel,Dealer,Manual,First Owner
3716,Honda Jazz 1.5,Honda,2016,525000,35000,Diesel,Dealer,Manual,First Owner
3717,Toyota Innova 2.5,Toyota,2009,420000,347089,Diesel,Dealer,Manual,First Owner
3718,Tata New Safari,Tata,2010,210000,34500,Diesel,Individual,Manual,First Owner
3719,Hyundai i20 Active,Hyundai,2018,650000,30000,Petrol,Individual,Manual,First Owner
3720,BMW 3 Series,BMW,2018,2300000,39000,Diesel,Individual,Automatic,First Owner
3721,Ford Freestyle Titanium,Ford,2019,525000,16000,Diesel,Individual,Manual,First Owner
3722,Maruti Wagon R,Maruti,2010,195000,80000,CNG,Individual,Manual,Second Owner
3723,Maruti Ertiga SHVS,Maruti,2016,650000,60000,Diesel,Individual,Manual,First Owner
3724,Mahindra TUV 300,Mahindra,2015,540000,110000,Diesel,Individual,Manual,First Owner
3725,Maruti Alto 800,Maruti,2014,180000,61000,Petrol,Individual,Manual,First Owner
3726,Mahindra Bolero Power,Mahindra,2017,750000,29000,Diesel,Individual,Manual,First Owner
3727,Maruti Ertiga SHVS,Maruti,2018,980000,50000,Diesel,Individual,Manual,First Owner
3728,Fiat Grande Punto,Fiat,2014,250000,90000,Diesel,Individual,Manual,First Owner
3729,Hyundai Grand i10,Hyundai,2018,550000,35000,Petrol,Individual,Automatic,First Owner
3730,Volkswagen Vento 1.6,Volkswagen,2015,509999,43000,Petrol,Individual,Manual,Second Owner
3731,Maruti Alto K10,Maruti,2017,320000,50000,Petrol,Individual,Manual,First Owner
3732,Hyundai EON D,Hyundai,2016,275000,25000,Petrol,Individual,Manual,First Owner
3733,Mahindra XUV500 W8,Mahindra,2013,550000,222252,Diesel,Individual,Manual,First Owner
3734,Maruti Wagon R,Maruti,2009,145000,50000,Petrol,Individual,Manual,Second Owner
3735,Fiat Grande Punto,Fiat,2013,250000,80000,Diesel,Individual,Manual,First Owner
3736,Hyundai Verna 1.6,Hyundai,2012,520000,35000,Diesel,Individual,Manual,First Owner
3737,Maruti Alto LXi,Maruti,2007,95000,85000,Petrol,Individual,Manual,Second Owner
3738,Toyota Innova 2.5,Toyota,2011,725000,110000,Diesel,Individual,Manual,Third Owner
3739,Maruti 800 AC,Maruti,2006,55000,70000,Petrol,Individual,Manual,Second Owner
3740,Honda City i,Honda,2014,600000,100000,Diesel,Individual,Manual,First Owner
3741,Volkswagen Vento New,Volkswagen,2013,330000,120000,Diesel,Individual,Manual,Second Owner
3742,Maruti Swift Dzire,Maruti,2015,470000,89000,Diesel,Individual,Manual,First Owner
3743,Maruti Swift ZDi,Maruti,2013,365000,120000,Diesel,Individual,Manual,First Owner
3744,Hyundai EON Magna,Hyundai,2013,250000,40000,Petrol,Individual,Manual,Second Owner
3745,Maruti Wagon R,Maruti,2017,430000,17000,Petrol,Individual,Manual,First Owner
3746,Maruti Swift VDI,Maruti,2013,400000,125000,Diesel,Individual,Manual,Second Owner
3747,Maruti Swift Dzire,Maruti,2015,615000,110000,Petrol,Individual,Manual,Second Owner
3748,Ford Figo Diesel,Ford,2011,150000,120000,Diesel,Individual,Manual,Second Owner
3749,Ford Figo Diesel,Ford,2014,240000,90000,Diesel,Individual,Manual,First Owner
3750,Mahindra Scorpio S10,Mahindra,2014,800000,90000,Diesel,Individual,Manual,First Owner
3751,Hyundai EON LPG,Hyundai,2015,240000,110000,LPG,Individual,Manual,First Owner
3752,Ford Ecosport 1.5,Ford,2014,600000,87000,Diesel,Individual,Manual,Second Owner
3753,Mahindra Scorpio LX,Mahindra,2014,800000,15000,Diesel,Individual,Manual,First Owner
3754,Hyundai EON 1.0,Hyundai,2015,160000,70000,Petrol,Individual,Manual,First Owner
3755,Ford Fiesta Classic,Ford,2012,350000,38000,Petrol,Individual,Manual,First Owner
3756,Honda City 1.5,Honda,2011,300000,64000,Petrol,Individual,Manual,Second Owner
3757,Tata Sumo Gold,Tata,2015,399000,55250,Diesel,Individual,Manual,First Owner
3758,Mahindra Bolero DI,Mahindra,2011,300000,110000,Diesel,Individual,Manual,First Owner
3759,Maruti A-Star AT,Maruti,2012,150000,70000,Petrol,Individual,Automatic,First Owner
3760,Chevrolet Cruze LTZ,Chevrolet,2010,320000,60000,Diesel,Individual,Manual,Third Owner
3761,Tata Hexa XM,Tata,2018,1280000,17000,Diesel,Individual,Manual,First Owner
3762,Renault KWID 1.0,Renault,2017,300000,13000,Petrol,Individual,Manual,Second Owner
3763,Nissan Terrano XL,Nissan,2016,1000000,60000,Diesel,Individual,Manual,First Owner
3764,Mitsubishi Pajero Sport,Mitsubishi,2012,1090000,120000,Diesel,Individual,Manual,Second Owner
3765,Tata New Safari,Tata,2012,450000,97000,Diesel,Individual,Manual,Second Owner
3766,Tata Indica GLS,Tata,2007,60000,130000,Petrol,Individual,Manual,Second Owner
3767,Maruti Swift Dzire,Maruti,2013,500000,50000,Petrol,Individual,Manual,First Owner
3768,Tata Indigo CR4,Tata,2012,200000,120000,Diesel,Individual,Manual,Second Owner
3769,Ford Ecosport 1.5,Ford,2015,650000,68000,Diesel,Individual,Manual,First Owner
3770,Maruti Alto LXi,Maruti,2006,60000,100000,Petrol,Individual,Manual,Second Owner
3771,Maruti Ertiga VDI,Maruti,2013,250999,80000,Diesel,Individual,Manual,First Owner
3772,Hyundai Accent Executive,Hyundai,2012,185000,67000,CNG,Dealer,Manual,Second Owner
3773,Maruti Alto K10,Maruti,2015,155000,60000,Petrol,Individual,Manual,First Owner
3774,Maruti Swift VXI,Maruti,2019,600000,5000,Petrol,Individual,Manual,First Owner
3775,Renault KWID RXE,Renault,2016,300000,20000,Petrol,Individual,Manual,First Owner
3776,Hyundai Creta 1.6,Hyundai,2018,850000,12500,Petrol,Individual,Manual,First Owner
3777,Maruti Eeco CNG,Maruti,2019,470000,4000,CNG,Individual,Manual,First Owner
3778,Ford Figo 1.2P,Ford,2019,600000,25000,Petrol,Individual,Manual,First Owner
3779,Toyota Innova 2.5,Toyota,2013,700000,70000,Diesel,Individual,Manual,Second Owner
3780,Maruti Wagon R,Maruti,2007,70000,162000,LPG,Individual,Manual,First Owner
3781,Toyota Fortuner 3.0,Toyota,2010,1250000,205000,Diesel,Individual,Manual,Second Owner
3782,Audi A6 2.8,Audi,2008,650000,70000,Petrol,Individual,Automatic,Third Owner
3783,Hyundai Xcent 1.2,Hyundai,2018,450000,70000,Diesel,Individual,Manual,Second Owner
3784,Mahindra XUV500 W8,Mahindra,2014,750000,100000,Diesel,Individual,Manual,Second Owner
3785,Toyota Innova 2.5,Toyota,2013,775000,70000,Diesel,Individual,Manual,Second Owner
3786,Hyundai Santa Fe,Hyundai,2011,800000,220000,Diesel,Individual,Manual,First Owner
3787,Honda Amaze E,Honda,2015,360000,80000,Petrol,Individual,Manual,Second Owner
3788,Toyota Corolla Altis,Toyota,2010,250000,120000,Diesel,Individual,Manual,First Owner
3789,Jeep Compass 2.0,Jeep,2017,1490000,22038,Diesel,Individual,Manual,First Owner
3790,Nissan Terrano XL,Nissan,2013,600000,80000,Diesel,Individual,Manual,First Owner
3791,Maruti Alto LX,Maruti,2010,120000,90000,Petrol,Individual,Manual,First Owner
3792,Tata New Safari,Tata,2012,320000,140000,Diesel,Individual,Manual,Second Owner
3793,Mahindra Thar 4X2,Mahindra,2011,400000,120000,Diesel,Individual,Manual,Second Owner
3794,Maruti Swift Dzire,Maruti,2015,302000,60000,Diesel,Individual,Manual,First Owner
3795,Chevrolet Beat Diesel,Chevrolet,2011,130000,80000,Diesel,Individual,Manual,Second Owner
3796,Maruti Swift Dzire,Maruti,2014,150000,60000,Petrol,Individual,Manual,Second Owner
3797,Tata Indica Vista,Tata,2012,200000,90000,Diesel,Individual,Manual,Second Owner
3798,Toyota Innova 2.5,Toyota,2012,950000,80000,Diesel,Individual,Manual,First Owner
3799,Maruti Swift Vdi,Maruti,2008,120000,175000,Diesel,Individual,Manual,Second Owner
3800,Mahindra XUV500 W7,Mahindra,2019,1400000,10000,Diesel,Individual,Manual,First Owner
3801,Hyundai i20 1.2,Hyundai,2017,620000,65000,Petrol,Individual,Manual,First Owner
3802,Toyota Innova 2.5,Toyota,2012,449000,90000,Diesel,Individual,Manual,First Owner
3803,Maruti Alto LXi,Maruti,2007,100000,70000,Petrol,Individual,Manual,First Owner
3804,Hyundai Grand i10,Hyundai,2018,600000,2500,Petrol,Individual,Manual,First Owner
3805,Honda Amaze VX,Honda,2016,700000,35000,Diesel,Individual,Manual,First Owner
3806,Chevrolet Beat Diesel,Chevrolet,2012,250000,40000,Diesel,Individual,Manual,First Owner
3807,Maruti Baleno RS,Maruti,2018,550000,63000,Petrol,Individual,Manual,First Owner
3808,Skoda Superb Ambition,Skoda,2013,675000,88000,Diesel,Dealer,Automatic,First Owner
3809,Nissan Terrano XL,Nissan,2015,530000,55000,Diesel,Dealer,Manual,First Owner
3810,Chevrolet Enjoy TCDi,Chevrolet,2014,325000,71014,Diesel,Dealer,Manual,First Owner
3811,Renault Scala Diesel,Renault,2015,370000,60000,Diesel,Dealer,Manual,First Owner
3812,Skoda Rapid 1.5,Skoda,2014,360000,70000,Diesel,Individual,Manual,First Owner
3813,Skoda Superb LK,Skoda,2012,650000,60000,Petrol,Dealer,Automatic,First Owner
3814,Ford Fiesta 1.5,Ford,2012,199000,92000,Diesel,Dealer,Manual,Third Owner
3815,Mahindra Quanto C6,Mahindra,2014,285000,89126,Diesel,Individual,Manual,First Owner
3816,Volkswagen Jetta 1.9,Volkswagen,2009,260000,134000,Diesel,Individual,Automatic,First Owner
3817,Maruti Ciaz 1.4,Maruti,2019,869999,15000,Petrol,Dealer,Automatic,First Owner
3818,Hyundai Grand i10,Hyundai,2016,425000,42500,Diesel,Dealer,Manual,First Owner
3819,Chevrolet Cruze LTZ,Chevrolet,2012,490000,42000,Diesel,Dealer,Automatic,First Owner
3820,Mahindra XUV500 AT,Mahindra,2015,750000,70000,Diesel,Individual,Automatic,Second Owner
3821,Honda City 1.5,Honda,2004,125000,110000,Petrol,Individual,Manual,Third Owner
3822,Fiat Linea 1.3,Fiat,2014,221000,131365,Diesel,Individual,Manual,First Owner
3823,Volkswagen Vento 1.5,Volkswagen,2016,724000,48980,Diesel,Dealer,Automatic,First Owner
3824,Honda Amaze VX,Honda,2014,440000,46000,Petrol,Dealer,Automatic,First Owner
3825,Chevrolet Spark 1.0,Chevrolet,2009,70000,60000,Petrol,Individual,Manual,Third Owner
3826,Maruti Baleno Delta,Maruti,2015,511000,58000,Diesel,Dealer,Manual,First Owner
3827,Maruti S-Cross Alpha,Maruti,2016,790000,22000,Diesel,Dealer,Manual,First Owner
3828,Hyundai i20 1.2,Hyundai,2017,640000,37000,Petrol,Individual,Manual,First Owner
3829,Hyundai Santro Xing,Hyundai,2009,120000,70000,Petrol,Individual,Manual,Fourth & Above Owner
3830,Chevrolet Beat Diesel,Chevrolet,2012,126000,98900,Diesel,Individual,Manual,Third Owner
3831,Chevrolet Beat Diesel,Chevrolet,2012,120000,125000,Diesel,Individual,Manual,First Owner
3832,Mahindra TUV 300,Mahindra,2017,650000,60000,Diesel,Individual,Manual,First Owner
3833,Hyundai Grand i10,Hyundai,2014,450000,80000,Petrol,Individual,Manual,Second Owner
3834,Maruti Zen Estilo,Maruti,2010,110000,80000,CNG,Individual,Manual,Fourth & Above Owner
3835,Mahindra Bolero Power,Mahindra,2017,600000,40000,Diesel,Individual,Manual,First Owner
3836,Mahindra XUV500 W8,Mahindra,2012,620000,80000,Diesel,Individual,Manual,Second Owner
3837,Ford Ecosport 1.5,Ford,2014,600000,30000,Diesel,Individual,Manual,First Owner
3838,Mahindra Bolero Power,Mahindra,2018,795000,35000,Diesel,Individual,Manual,First Owner
3839,Tata Winger Deluxe,Tata,2011,300000,180000,Diesel,Individual,Manual,Third Owner
3840,Renault Lodgy 85PS,Renault,2015,495000,60000,Diesel,Individual,Manual,First Owner
3841,Audi A4 3.0,Audi,2013,1580000,86000,Diesel,Dealer,Automatic,First Owner
3842,Audi Q3 2.0,Audi,2015,1750000,127643,Diesel,Dealer,Automatic,First Owner
3843,Tata Hexa XTA,Tata,2018,1350000,34000,Diesel,Individual,Automatic,First Owner
3844,Mahindra Xylo D4,Mahindra,2014,350000,145000,Diesel,Individual,Manual,First Owner
3845,Datsun RediGO AMT,Datsun,2018,300000,25000,Petrol,Individual,Automatic,First Owner
3846,Tata Zest Revotron,Tata,2018,400000,54000,Petrol,Dealer,Manual,Second Owner
3847,Audi A6 2.0,Audi,2014,1750000,102354,Diesel,Dealer,Automatic,First Owner
3848,Maruti Zen LX,Maruti,1999,70000,70000,Petrol,Individual,Manual,Fourth & Above Owner
3849,Nissan Sunny XL,Nissan,2018,500000,70000,Diesel,Individual,Manual,First Owner
3850,Audi Q3 35,Audi,2017,2575000,36000,Diesel,Dealer,Automatic,First Owner
3851,Honda Brio VX,Honda,2014,345000,58000,Petrol,Dealer,Manual,First Owner
3852,Tata Indigo CR4,Tata,2013,220000,100000,Diesel,Individual,Manual,First Owner
3853,Audi Q5 2.0,Audi,2014,1850000,62237,Petrol,Dealer,Automatic,First Owner
3854,Hyundai Santro Xing,Hyundai,2005,114999,90000,Petrol,Dealer,Manual,Second Owner
3855,Maruti 800 AC,Maruti,1999,50000,100000,Petrol,Individual,Manual,Second Owner
3856,Honda Jazz Select,Honda,2017,585000,14000,Petrol,Dealer,Manual,First Owner
3857,Ford EcoSport 1.5,Ford,2018,950000,21394,Diesel,Dealer,Manual,First Owner
3858,Maruti Swift Dzire,Maruti,2018,625000,13800,Petrol,Individual,Automatic,First Owner
3859,Hyundai Creta 1.6,Hyundai,2017,1035000,23000,Petrol,Dealer,Automatic,First Owner
3860,Datsun GO T,Datsun,2015,310000,32686,Petrol,Dealer,Manual,First Owner
3861,Mahindra Xylo D4,Mahindra,2017,600000,99700,Diesel,Individual,Manual,First Owner
3862,Toyota Fortuner 2.8,Toyota,2019,3100000,5000,Diesel,Individual,Automatic,First Owner
3863,Honda City i-DTEC,Honda,2014,650000,49654,Diesel,Dealer,Manual,First Owner
3864,Hyundai Grand i10,Hyundai,2016,550000,45457,Petrol,Dealer,Manual,First Owner
3865,Hyundai Creta 1.6,Hyundai,2017,1260000,39221,Diesel,Dealer,Manual,First Owner
3866,Hyundai i20 Sportz,Hyundai,2016,660000,48220,Petrol,Dealer,Manual,First Owner
3867,Hyundai i20 Sportz,Hyundai,2017,700000,11114,Petrol,Dealer,Manual,First Owner
3868,Hyundai Getz 1.5,Hyundai,2008,235000,60208,Diesel,Dealer,Manual,First Owner
3869,Volkswagen Vento 1.5,Volkswagen,2013,475000,80000,Diesel,Dealer,Manual,First Owner
3870,Mercedes-Benz E-Class 280,Mercedes-Benz,2008,795000,98600,Diesel,Dealer,Automatic,First Owner
3871,Audi Q5 3.0,Audi,2015,3200000,30000,Diesel,Dealer,Automatic,First Owner
3872,MG Hector Smart,MG,2019,1860000,18000,Petrol,Dealer,Automatic,First Owner
3873,Land Rover Range,Land,2010,4200000,100000,Diesel,Dealer,Automatic,First Owner
3874,Honda City VX,Honda,2015,850000,58000,Petrol,Dealer,Automatic,First Owner
3875,Mahindra Xylo D4,Mahindra,2017,585000,85441,Diesel,Dealer,Manual,First Owner
3876,Mahindra Verito 1.5,Mahindra,2015,380000,64541,Diesel,Dealer,Manual,First Owner
3877,Maruti Swift Dzire,Maruti,2019,650000,35000,Diesel,Individual,Manual,First Owner
3878,Maruti Swift ZXI,Maruti,2018,600000,30000,Petrol,Individual,Manual,First Owner
3879,Nissan Micra Active,Nissan,2017,434999,16267,Petrol,Dealer,Manual,First Owner
3880,Volkswagen Vento 1.5,Volkswagen,2013,525000,71500,Diesel,Dealer,Manual,First Owner
3881,BMW 5 Series,BMW,2019,4800000,12999,Diesel,Dealer,Automatic,First Owner
3882,Chevrolet Aveo U-VA,Chevrolet,2008,160000,80000,Petrol,Individual,Manual,First Owner
3883,Maruti Zen Estilo,Maruti,2007,160000,90000,Petrol,Individual,Manual,Second Owner
3884,Chevrolet Spark 1.0,Chevrolet,2012,125000,28000,Petrol,Individual,Manual,First Owner
3885,Mahindra Bolero Power,Mahindra,2015,430000,200000,Diesel,Individual,Manual,First Owner
3886,Hyundai Creta 1.6,Hyundai,2017,900000,14700,Petrol,Individual,Manual,First Owner
3887,Maruti Alto LX,Maruti,2000,61000,90000,Petrol,Individual,Manual,Second Owner
3888,Maruti Wagon R,Maruti,2017,400000,50000,Petrol,Individual,Manual,First Owner
3889,Hyundai Santro Xing,Hyundai,2009,150000,100000,Petrol,Individual,Manual,Second Owner
3890,Volkswagen Polo GT,Volkswagen,2019,950000,24000,Petrol,Individual,Automatic,First Owner
3891,Tata Indigo CR4,Tata,2013,220000,100000,Diesel,Individual,Manual,First Owner
3892,Hyundai Getz GLX,Hyundai,2007,110000,90000,Petrol,Individual,Manual,First Owner
3893,Tata Bolt Revotron,Tata,2015,375000,30000,Petrol,Individual,Manual,First Owner
3894,Datsun GO Plus,Datsun,2017,350000,80000,Petrol,Individual,Manual,First Owner
3895,Hyundai i20 Magna,Hyundai,2012,310000,92686,Diesel,Dealer,Manual,Second Owner
3896,Tata Indica GLS,Tata,2010,90000,300000,Petrol,Individual,Manual,Third Owner
